City,Client ID,Client Name,Number of Records,Order ID,Zip Code,Goods Category,Goods Sub-Category,Profit,Region,Row ID,Office City Sales,State
Galesburg,1793,Derek Jernigan,1,87856,61401,Office Furniture,Office Furnishings,-23,Central,22607,67,Illinois
Elgin,1569,Marie Daniel,1,90231,60123,Office Furniture,Office Furnishings,11,Central,24103,62,Illinois
Rockford,1088,Jeremy Orr,1,90133,61107,Office Furniture,Office Furnishings,280,Central,19589,405,Illinois
East Saint Louis,1568,Jeanette Boswell,1,90235,62205,Office Furniture,Office Furnishings,1,Central,23559,2470,Illinois
Elmhurst,1769,Judith French,1,89108,60126,Office Furniture,Office Furnishings,71,Central,18821,3298,Illinois
Gurnee,2378,Edith Norton,1,91324,60031,Office Furniture,Office Furnishings,-51,Central,23325,105,Illinois
Belvidere,380,Marian Bryant,1,88938,61008,Office Furniture,Office Furnishings,-803,Central,20316,744,Illinois
Belvidere,380,Marian Bryant,1,88931,61008,Office Furniture,Office Furnishings,-80,Central,21089,143,Illinois
Champaign,1309,Emma Bullock,1,88967,61821,Office Furniture,Office Furnishings,0,Central,18782,30,Illinois
Chicago,2107,Leigh Burnette Hurley,1,41857,60601,Office Furniture,Office Furnishings,-38,Central,5904,727,Illinois
Orland Park,233,Michele Bullard,1,90237,60462,Office Furniture,Office Furnishings,-54,Central,25501,120,Illinois
Bolingbrook,382,Wesley Dudley,1,88934,60440,Office Furniture,Office Furnishings,-116,Central,26258,31,Illinois
Oswego,483,Edgar McKenzie,1,90355,60543,Office Furniture,Office Furnishings,-53,Central,26345,18,Illinois
Freeport,1792,Curtis C Andrews,1,87854,61032,Office Furniture,Office Furnishings,156,Central,20130,501,Illinois
Alton,129,Kara Allison,1,86693,62002,Office Furniture,Office Furnishings,-37,Central,24319,10,Illinois
Saint Charles,1090,Seth Davies,1,90142,60174,Office Furniture,Office Furnishings,8,Central,24721,46,Illinois
Chicago,1682,Julie Edwards,1,14115,60611,Office Furniture,Office Furnishings,-38,Central,1976,284,Illinois
Lake In The Hills,2500,Kevin Smith,1,88320,60102,Office Furniture,Office Furnishings,-32,Central,25628,89,Illinois
Glen Ellyn,1794,Linda Gates,1,87858,60137,Office Furniture,Office Furnishings,-61,Central,26124,104,Illinois
Chicago,1402,Wesley Tate,1,48452,60653,Office Furniture,Office Furnishings,-231,Central,6799,333,Illinois
Elgin,1686,Lynn ODonnell,1,86973,60123,Office Furniture,Office Furnishings,-129,Central,19751,20,Illinois
Saint Charles,1090,Seth Davies,1,90139,60174,Office Furniture,Office Furnishings,-4,Central,26162,4,Illinois
Glendale Heights,2342,Danny Francis Bell,1,88996,60139,Office Furniture,Office Furnishings,1688,Central,19676,2447,Illinois
Chicago,94,Eddie House Mueller,1,37063,60601,Office Furniture,Office Furnishings,90,Central,5212,1838,Illinois
Bolingbrook,648,Steve OBrien,1,91365,60440,Office Furniture,Office Furnishings,-10,Central,21760,34,Illinois
Romeoville,1075,Theodore Tyson,1,86422,60441,Office Furniture,Office Furnishings,152,Central,26176,221,Illinois
Wheeling,566,Stephanie Pruitt,1,87108,60090,Office Furniture,Office Furnishings,33,Central,21493,48,Illinois
Rockford,1074,Sherry Brantley,1,86424,61107,Office Furniture,Office Furnishings,-18,Central,20114,81,Illinois
Wilmette,592,Eva Silverman,1,86316,60091,Office Furniture,Office Furnishings,7,Central,18086,63,Illinois
Naperville,3133,Kristine Singleton,1,86792,60540,Office Furniture,Office Furnishings,-18,Central,21721,154,Illinois
Batavia,326,Brenda May,1,90974,60510,Office Furniture,Office Furnishings,136,Central,21052,250,Illinois
Buffalo Grove,649,Roger Meyer,1,91370,60089,Office Furniture,Office Furnishings,564,Central,24439,818,Illinois
Galesburg,1793,Derek Jernigan,1,87861,61401,Office Furniture,Office Furnishings,203,Central,23681,733,Illinois
Galesburg,1793,Derek Jernigan,1,87860,61401,Office Furniture,Office Furnishings,-197,Central,24330,333,Illinois
Rockford,1088,Jeremy Orr,1,90136,61107,Office Furniture,Office Furnishings,-44,Central,19462,342,Illinois
Frankfort,749,Seth Berry,1,91208,60423,Office Furniture,Office Furnishings,-27,Central,22404,24,Illinois
Belleville,378,Cindy Ennis,1,89580,62223,Office Furniture,Office Furnishings,738,Central,19228,1356,Illinois
Urbana,444,Thelma Abrams,1,88085,61801,Office Furniture,Office Furnishings,86,Central,25813,356,Illinois
Chicago,2403,Kara Gregory,1,59812,60699,Office Furniture,Office Furnishings,-18,Central,8375,43,Illinois
Chicago,2920,Ernest Peele,1,10081,60603,Office Furniture,Office Furnishings,245,Central,1391,1901,Illinois
Country Club Hills,1503,Leo Riley,1,89195,60478,Office Furniture,Office Furnishings,17,Central,21821,25,Illinois
Northbrook,3197,Wallace Pugh,1,90852,60062,Office Furniture,Office Furnishings,713,Central,20207,1034,Illinois
Bloomington,381,Danielle Watts,1,88937,61701,Office Furniture,Office Furnishings,761,Central,24991,1103,Illinois
Chicago,1682,Julie Edwards,1,59685,60611,Office Furniture,Office Furnishings,-560,Central,8355,1126,Illinois
Joliet,2472,Ricky Sanders,1,86517,60432,Office Furniture,Office Furnishings,490,Central,18160,710,Illinois
Kokomo,1418,Rebecca Lindsey,1,90544,46901,Office Furniture,Office Furnishings,77,Central,22138,584,Indiana
Anderson,594,Charlie Moore,1,86311,46016,Office Furniture,Office Furnishings,18,Central,21663,67,Indiana
Anderson,594,Charlie Moore,1,86309,46016,Office Furniture,Office Furnishings,-22,Central,22996,17,Indiana
Crown Point,696,Johnny Reid,1,89851,46307,Office Furniture,Office Furnishings,-4,Central,22267,14,Indiana
East Chicago,865,Dana Burgess,1,90674,46312,Office Furniture,Office Furnishings,122,Central,21214,267,Indiana
Muncie,1511,Joseph Dawson,1,90307,47302,Office Furniture,Office Furnishings,-4,Central,24715,40,Indiana
La Porte,2666,Christopher Horner,1,87838,46350,Office Furniture,Office Furnishings,103,Central,23923,279,Indiana
Marion,1463,Ellen Kirkland,1,86405,46952,Office Furniture,Office Furnishings,333,Central,23715,635,Indiana
Crown Point,696,Johnny Reid,1,89847,46307,Office Furniture,Office Furnishings,25,Central,22614,605,Indiana
Lawrence,1462,Billie Hensley,1,86407,46226,Office Furniture,Office Furnishings,75,Central,20931,109,Indiana
Elkhart,866,Joyce Knowles,1,90676,46514,Office Furniture,Office Furnishings,126,Central,22963,372,Indiana
Portage,1547,Jean Bryan,1,88494,46368,Office Furniture,Office Furnishings,226,Central,21506,327,Indiana
Fort Wayne,1211,Debra Proctor,1,88606,46806,Office Furniture,Office Furnishings,-1396,Central,19897,945,Indiana
Columbus,597,Alexandra Wise,1,86323,47201,Office Furniture,Office Furnishings,-4,Central,25311,758,Indiana
Frankfort,721,Melvin Duke,1,91053,46041,Office Furniture,Office Furnishings,24,Central,20633,67,Indiana
Indianapolis,1416,Betsy Gibson,1,90545,46203,Office Furniture,Office Furnishings,-62,Central,19784,18,Indiana
Kokomo,1418,Rebecca Lindsey,1,90548,46901,Office Furniture,Office Furnishings,-32,Central,21559,19,Indiana
Highland,1689,Larry Church,1,91082,46322,Office Furniture,Office Furnishings,-124,Central,24419,163,Indiana
Bloomington,595,Dana Desai,1,86322,47401,Office Furniture,Office Furnishings,222,Central,24219,321,Indiana
East Chicago,697,Adam G Sawyer,1,89853,46312,Office Furniture,Office Furnishings,-11,Central,22792,27,Indiana
Indianapolis,1416,Betsy Gibson,1,90546,46203,Office Furniture,Office Furnishings,132,Central,25364,191,Indiana
Richmond,1548,John Bray,1,88491,47374,Office Furniture,Office Furnishings,105,Central,26263,271,Indiana
New Castle,2087,Edna Schroeder,1,88356,47362,Office Furniture,Office Furnishings,1245,Central,26149,1804,Indiana
Munster,2596,Stacey Bell,1,90878,46321,Office Furniture,Office Furnishings,-116,Central,20227,62,Indiana
Richmond,1548,John Bray,1,88500,47374,Office Furniture,Office Furnishings,12,Central,26293,199,Indiana
Michigan City,1509,Brent Graves,1,90308,46360,Office Furniture,Office Furnishings,615,Central,19571,1724,Indiana
Muncie,1511,Joseph Dawson,1,90307,47302,Office Furniture,Office Furnishings,959,Central,24716,1391,Indiana
Indianapolis,1416,Betsy Gibson,1,90547,46203,Office Furniture,Office Furnishings,-98,Central,25209,240,Indiana
Valparaiso,1777,Miriam Greenberg,1,89942,46383,Office Furniture,Office Furnishings,-21,Central,20600,252,Indiana
Muncie,1511,Joseph Dawson,1,90307,47302,Office Furniture,Office Furnishings,1902,Central,24717,2757,Indiana
La Porte,2666,Christopher Horner,1,87838,46350,Office Furniture,Office Furnishings,281,Central,23924,407,Indiana
Dubuque,2106,Marsha Gibbons,1,91187,52001,Office Furniture,Office Furnishings,603,Central,25159,874,Iowa
Dubuque,2106,Marsha Gibbons,1,91187,52001,Office Furniture,Office Furnishings,408,Central,25160,592,Iowa
Davenport,2104,Max Kirby,1,91193,52803,Office Furniture,Office Furnishings,53,Central,21442,76,Iowa
Cedar Rapids,1829,Suzanne Cochran,1,86957,52402,Office Furniture,Office Furnishings,-12,Central,23430,59,Iowa
Urbandale,2915,Vivian Hunt,1,86138,50322,Office Furniture,Office Furnishings,113,Central,22032,360,Iowa
Mason City,2890,Harry Berger,1,90013,50401,Office Furniture,Office Furnishings,259,Central,24706,408,Iowa
Urbandale,2915,Vivian Hunt,1,86140,50322,Office Furniture,Office Furnishings,9,Central,21799,13,Iowa
Coralville,2399,Renee McDowell,1,86380,52241,Office Furniture,Office Furnishings,477,Central,25273,691,Iowa
Clinton,1967,Carolyn Hoffman,1,89460,52732,Office Furniture,Office Furnishings,461,Central,25335,668,Iowa
Mason City,2795,Harry Burns,1,87568,50401,Office Furniture,Office Furnishings,67,Central,20513,140,Iowa
Muscatine,1360,Arlene Gibbons,1,89595,52761,Office Furniture,Office Furnishings,82,Central,20830,119,Iowa
West Des Moines,2917,Stanley Flowers,1,86142,50265,Office Furniture,Office Furnishings,109,Central,25502,380,Iowa
Fort Dodge,2206,Bobby Powell,1,86261,50501,Office Furniture,Office Furnishings,79,Central,18851,180,Iowa
Marion,2330,Kara Foster,1,90965,52302,Office Furniture,Office Furnishings,-56,Central,25873,186,Iowa
Bettendorf,1826,Kate Peck,1,86962,52722,Office Furniture,Office Furnishings,-474,Central,18882,1699,Iowa
Shawnee,238,Tamara Fischer,1,86626,66203,Office Furniture,Office Furnishings,155,Central,24769,401,Kansas
Overland Park,237,Amanda Helms,1,86622,66212,Office Furniture,Office Furnishings,45,Central,18144,105,Kansas
Pittsburg,1020,Julie Porter,1,88640,66762,Office Furniture,Office Furnishings,40,Central,20801,58,Kansas
Wichita,288,Patricia Cole Blair,1,89765,67212,Office Furniture,Office Furnishings,161,Central,24809,283,Kansas
Prairie Village,1180,Bernard Strauss,1,86919,66202,Office Furniture,Office Furnishings,-304,Central,18424,380,Kansas
Manhattan,97,Max McKenna,1,87315,66502,Office Furniture,Office Furnishings,149,Central,23212,460,Kansas
Derby,2653,Leo Kane,1,89360,67037,Office Furniture,Office Furnishings,271,Central,25663,392,Kansas
Hays,2861,Dwight Robinson,1,88293,67601,Office Furniture,Office Furnishings,186,Central,25796,270,Kansas
Southgate,619,Howard Rogers,1,88201,48195,Office Furniture,Office Furnishings,36,Central,22237,280,Michigan
Saint Clair Shores,1963,Ruby Tan,1,88858,48080,Office Furniture,Office Furnishings,5,Central,23856,19,Michigan
Clinton,1817,Michele Bennett,1,86001,49236,Office Furniture,Office Furnishings,131,Central,24621,189,Michigan
Kalamazoo,2713,Lynda Banks,1,88707,49001,Office Furniture,Office Furnishings,220,Central,20029,318,Michigan
Westland,2159,Wesley Field,1,90390,48185,Office Furniture,Office Furnishings,-8,Central,22240,318,Michigan
Warren,2157,Tom Hoyle Honeycutt,1,90386,48093,Office Furniture,Office Furnishings,398,Central,21975,577,Michigan
Saginaw,1962,Sean Burton,1,88864,48601,Office Furniture,Office Furnishings,-62,Central,21956,46,Michigan
Southgate,2011,Wayne Bean,1,86876,48195,Office Furniture,Office Furnishings,-39,Central,18992,122,Michigan
Southgate,619,Howard Rogers,1,88196,48195,Office Furniture,Office Furnishings,107,Central,25539,206,Michigan
Saint Clair Shores,1963,Ruby Tan,1,88863,48080,Office Furniture,Office Furnishings,-37,Central,23554,99,Michigan
Southgate,2011,Wayne Bean,1,86877,48195,Office Furniture,Office Furnishings,52,Central,19420,93,Michigan
Novi,2996,Roberta Vincent Haas,1,88919,48375,Office Furniture,Office Furnishings,8,Central,23943,125,Michigan
Detroit,1975,Jennifer Grant,1,89044,48227,Office Furniture,Office Furnishings,-91,Central,21426,134,Michigan
Adrian,3261,Steven Long,1,90296,49221,Office Furniture,Office Furnishings,711,Central,22576,1030,Michigan
Trenton,3195,John House,1,89809,48183,Office Furniture,Office Furnishings,-285,Central,19197,1297,Michigan
Warren,2157,Tom Hoyle Honeycutt,1,90385,48093,Office Furniture,Office Furnishings,-119,Central,21834,254,Michigan
Roseville,1960,June Nichols,1,88859,48066,Office Furniture,Office Furnishings,-724,Central,18741,1380,Michigan
Bay City,1482,Michael Tanner,1,91363,48708,Office Furniture,Office Furnishings,-15,Central,22745,151,Michigan
Midland,2894,James Li,1,90012,48640,Office Furniture,Office Furnishings,-172,Central,20777,45,Michigan
Warren,2157,Tom Hoyle Honeycutt,1,90401,48093,Office Furniture,Office Furnishings,-25,Central,21447,13,Michigan
Grand Rapids,2380,Lisa Branch,1,86661,49505,Office Furniture,Office Furnishings,-7,Central,18622,9,Michigan
Detroit,2190,Marvin Patrick,1,13988,48227,Office Furniture,Office Furnishings,-60,Central,1954,361,Michigan
Royal Oak,1961,Jacqueline McMahon,1,88865,48073,Office Furniture,Office Furnishings,-95,Central,19455,78,Michigan
Battle Creek,1405,Crystal Floyd,1,86150,49017,Office Furniture,Office Furnishings,-193,Central,24799,97,Michigan
Lansing,2715,Becky Farmer,1,88711,48911,Office Furniture,Office Furnishings,7,Central,23172,10,Michigan
Rochester Hills,3344,Jim Hinson,1,89928,48307,Office Furniture,Office Furnishings,1545,Central,20986,2239,Michigan
Sterling Heights,2012,Gretchen Davis,1,86879,48310,Office Furniture,Office Furnishings,79,Central,22678,114,Michigan
Shelby,1964,Don Herndon,1,88868,49455,Office Furniture,Office Furnishings,235,Central,25943,341,Michigan
Lincoln Park,2743,Erin Brandt Spivey,1,89216,48146,Office Furniture,Office Furnishings,41,Central,20453,127,Michigan
Flint,2072,Malcolm S Lanier,1,88563,48505,Office Furniture,Office Furnishings,-17,Central,20761,33,Michigan
Detroit,2190,Marvin Patrick,1,23140,48227,Office Furniture,Office Furnishings,1125,Central,3224,1714,Michigan
Port Huron,3001,Anthony Foley,1,87047,48060,Office Furniture,Office Furnishings,78,Central,23174,113,Michigan
Redford,3328,Penny Kaufman,1,87275,48239,Office Furniture,Office Furnishings,166,Central,24381,240,Michigan
Detroit,373,Jeanne Werner,1,26214,48234,Office Furniture,Office Furnishings,871,Central,3661,6446,Michigan
Eastpointe,2023,Dan George,1,90762,48021,Office Furniture,Office Furnishings,25,Central,20038,94,Michigan
Midland,2894,James Li,1,90024,48640,Office Furniture,Office Furnishings,-37,Central,21594,35,Michigan
Port Huron,3001,Anthony Foley,1,87050,48060,Office Furniture,Office Furnishings,41,Central,22486,124,Michigan
Owosso,716,Norma Kendall,1,89346,48841,Office Furniture,Office Furnishings,32,Central,23683,46,Michigan
Saint Clair Shores,1963,Ruby Tan,1,88862,48080,Office Furniture,Office Furnishings,-19,Central,24282,52,Michigan
Saginaw,1962,Sean Burton,1,88866,48601,Office Furniture,Office Furnishings,0,Central,22219,72,Michigan
Livonia,2744,Danny Dalton,1,89215,48154,Office Furniture,Office Furnishings,-812,Central,26191,974,Michigan
Royal Oak,1961,Jacqueline McMahon,1,88867,48073,Office Furniture,Office Furnishings,-801,Central,19952,1095,Michigan
Detroit,2190,Marvin Patrick,1,41636,48227,Office Furniture,Office Furnishings,1521,Central,5869,10589,Michigan
Flint,2072,Malcolm S Lanier,1,88556,48505,Office Furniture,Office Furnishings,-16,Central,20825,124,Michigan
Holland,2381,Alice Brady,1,86658,49423,Office Furniture,Office Furnishings,-135,Central,26027,181,Michigan
Madison Heights,2791,Dawn Larson,1,88759,48071,Office Furniture,Office Furnishings,-324,Central,22092,112,Michigan
Maplewood,2954,William Sharma,1,86427,55119,Office Furniture,Office Furnishings,71,Central,21200,102,Minnesota
Shoreview,868,Sharon Ellis,1,91197,55126,Office Furniture,Office Furnishings,11,Central,25328,39,Minnesota
Oakdale,3069,Tiffany Merrill,1,88191,55128,Office Furniture,Office Furnishings,138,Central,21028,201,Minnesota
Rochester,251,Joann Davidson Rich,1,87219,55901,Office Furniture,Office Furnishings,72,Central,25459,105,Minnesota
Minnetonka,2984,Kelly Burnette,1,88776,55345,Office Furniture,Office Furnishings,-16,Central,21842,59,Minnesota
Moorhead,3068,Anne Heller,1,88193,56560,Office Furniture,Office Furnishings,-36,Central,18489,109,Minnesota
Brooklyn Park,2203,Eddie Walker,1,86058,55445,Office Furniture,Office Furnishings,-75,Central,22900,319,Minnesota
Apple Valley,2185,Benjamin Humphrey,1,91536,55124,Office Furniture,Office Furnishings,109,Central,24927,1051,Minnesota
Shoreview,868,Sharon Ellis,1,91194,55126,Office Furniture,Office Furnishings,202,Central,24774,292,Minnesota
Prior Lake,1707,Rebecca Frazier Foley,1,88785,55372,Office Furniture,Office Furnishings,7,Central,22862,52,Minnesota
Richfield,250,Brenda Nelson Blanchard,1,87216,55423,Office Furniture,Office Furnishings,1,Central,20540,129,Minnesota
Plymouth,3180,Brenda Cobb,1,86994,55441,Office Furniture,Office Furnishings,-31,Central,25201,100,Minnesota
Saint Paul,635,Juan Justice,1,89284,55106,Office Furniture,Office Furnishings,-104,Central,19364,28,Minnesota
Minneapolis,2955,James Levine,1,86431,55407,Office Furniture,Office Furnishings,51,Central,25194,363,Minnesota
Eagan,2373,Eugene Chandler,1,90721,55122,Office Furniture,Office Furnishings,178,Central,24588,258,Minnesota
Prior Lake,14,Gwendolyn F Tyson,1,86838,55372,Office Furniture,Office Furnishings,803,Central,24844,1164,Minnesota
Shakopee,646,Robin High,1,90735,55379,Office Furniture,Office Furnishings,261,Central,24869,819,Minnesota
Eden Prairie,2374,Ann Pearson,1,90721,55343,Office Furniture,Office Furnishings,560,Central,24590,811,Minnesota
Mankato,2896,Anna Ellis,1,86931,56001,Office Furniture,Office Furnishings,-41,Central,19469,195,Minnesota
Apple Valley,2185,Benjamin Humphrey,1,91534,55124,Office Furniture,Office Furnishings,34,Central,22891,115,Minnesota
Burnsville,2289,Ryan Herman,1,88165,55337,Office Furniture,Office Furnishings,3,Central,19243,136,Minnesota
Inver Grove Heights,2564,Carla Wilson,1,91450,55076,Office Furniture,Office Furnishings,15,Central,24989,71,Minnesota
Blaine,2200,Sarah Huang,1,86056,55434,Office Furniture,Office Furnishings,148,Central,18037,273,Minnesota
Bloomington,2201,David Hoyle,1,86054,55420,Office Furniture,Office Furnishings,-9,Central,20234,28,Minnesota
Joplin,2264,Helen Dickerson,1,86614,64804,Office Furniture,Office Furnishings,13,Central,19069,134,Missouri
Saint Charles,675,Dolores Sigmon,1,88177,63301,Office Furniture,Office Furnishings,-5,Central,26227,169,Missouri
Ferguson,1445,Victor Hansen,1,86711,63135,Office Furniture,Office Furnishings,292,Central,20243,424,Missouri
Saint Louis,688,Ashley Reese,1,88505,63116,Office Furniture,Office Furnishings,237,Central,18591,2832,Missouri
Saint Peters,689,Tommy Honeycutt,1,88507,63376,Office Furniture,Office Furnishings,-28,Central,24179,27,Missouri
